StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,A,B,C,D,E,F,G,Notes
2019-05-07 16:43:53,2019-05-07 16:44:56,IP Address,89.99.62.58,100,62,True,2019-05-07 16:44:56,R_2AYIyB5leTyLT0a,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,17,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-07 16:44:57,2019-05-07 16:46:15,IP Address,89.99.62.58,100,77,True,2019-05-07 16:46:15,R_3posJmNMxdgCrNC,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,18,Machine set,No,Yes,Yes,No,No,No,No,
2019-05-07 16:46:16,2019-05-07 16:48:30,IP Address,89.99.62.58,100,133,True,2019-05-07 16:48:30,R_2pRWSh777n14o13,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,19,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-07 16:48:31,2019-05-07 16:52:00,IP Address,89.99.62.58,100,208,True,2019-05-07 16:52:00,R_2YgG68aFydP7efG,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,19,Machine set,Yes,Yes,Yes,No,Yes,Yes,Yes,"DISREGARD THE FIRST RESPONSE, this one is correct."
2019-05-07 16:52:01,2019-05-07 16:54:22,IP Address,89.99.62.58,100,140,True,2019-05-07 16:54:22,R_pas34g48lKijmsV,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,20,Machine set,Yes,No,No,No,No,No,No,
2019-05-07 16:54:23,2019-05-07 16:55:57,IP Address,89.99.62.58,100,94,True,2019-05-07 16:55:58,R_1q4mndH9EuzfvGj,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,21,Machine set,Yes,Yes,Yes,No,Yes,No,No,
2019-05-07 16:55:59,2019-05-07 16:58:39,IP Address,89.99.62.58,100,160,True,2019-05-07 16:58:39,R_2eVxb3mAzcFrIRo,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,22,Machine set,Yes,No,Yes,No,No,Yes,Yes,
2019-05-07 16:58:41,2019-05-07 17:00:36,IP Address,89.99.62.58,100,115,True,2019-05-07 17:00:37,R_9YphoK8ZUFhfFIt,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,23,Machine set,No,Yes,No,No,No,No,No,
2019-05-07 17:00:38,2019-05-07 17:01:59,IP Address,89.99.62.58,100,81,True,2019-05-07 17:02:00,R_23atC3cyMaFBWfd,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,24,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-07 17:02:01,2019-05-08 03:02:21,IP Address,89.99.62.58,100,36019,True,2019-05-08 03:02:21,R_1lgewsu0yl2Ra05,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,25,Machine set,No,No,No,No,No,Yes,Yes,
2019-05-08 03:02:22,2019-05-08 03:05:14,IP Address,89.99.62.58,100,171,True,2019-05-08 03:05:14,R_1GxAjjg3vEnjWBZ,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD2,26,Machine set,Yes,Yes,Yes,No,Yes,No,No,
2019-05-08 03:05:15,2019-05-08 03:07:58,IP Address,89.99.62.58,100,162,True,2019-05-08 03:07:58,R_UGcioTSmET5Pqxz,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,17,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-08 03:08:00,2019-05-08 03:09:13,IP Address,89.99.62.58,100,73,True,2019-05-08 03:09:13,R_1jQ80zdFCbjiugL,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,28,Machine set,Yes,Yes,Yes,No,Yes,No,No,
2019-05-08 03:18:53,2019-05-08 03:24:26,IP Address,89.99.62.58,100,333,True,2019-05-08 03:24:27,R_1rii9fQMCESSzMF,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,32,Machine set,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
2019-05-08 03:13:15,2019-05-08 03:16:53,IP Address,89.99.62.58,100,218,True,2019-05-08 03:25:46,R_BJu4WgLw66PKuid,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,29,Machine set,Yes,Yes,Yes,Yes,No,No,No,
2019-05-08 03:24:27,2019-05-08 03:26:07,IP Address,89.99.62.58,100,100,True,2019-05-08 03:26:08,R_29giLWPqeMQPHMO,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,33,Machine set,No,No,No,No,No,No,Yes,
2019-05-08 03:26:09,2019-05-08 03:27:51,IP Address,89.99.62.58,100,101,True,2019-05-08 03:27:51,R_3kuYyO0kD3qEIiB,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,34,Machine set,Yes,No,Yes,No,No,No,No,
2019-05-08 03:27:52,2019-05-08 03:30:40,IP Address,89.99.62.58,100,168,True,2019-05-08 03:30:41,R_2QhaD9bYXLhL6jW,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,35,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-08 03:30:42,2019-05-08 03:31:39,IP Address,89.99.62.58,100,57,True,2019-05-08 03:31:39,R_poXcwMFioonyzLj,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,36,Machine set,Yes,No,Yes,No,No,No,No,
2019-05-08 03:09:14,2019-05-08 03:13:13,IP Address,89.99.62.58,100,239,True,2019-05-08 03:31:57,R_3Ed1dbe3WqiJHSI,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,29,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-08 03:16:55,2019-05-08 03:18:50,IP Address,89.99.62.58,100,114,True,2019-05-08 03:33:53,R_ROKEjjJC3YvjIFH,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,31,Machine set,No,Yes,Yes,No,No,No,No,
2019-05-08 03:31:40,2019-05-08 03:33:57,IP Address,89.99.62.58,100,137,True,2019-05-08 03:33:57,R_3iJtAApcGZtKgOi,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,37,Machine set,No,Yes,Yes,No,Yes,No,No,
2019-05-08 03:33:58,2019-05-08 03:35:26,IP Address,89.99.62.58,100,87,True,2019-05-08 03:35:26,R_eFOczWujfuOxpCN,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,38,Machine set,No,No,No,No,No,No,Yes,
2019-05-08 03:35:27,2019-05-08 03:37:18,IP Address,89.99.62.58,100,110,True,2019-05-08 03:37:18,R_1OqLaLoAzBFu3PK,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,39,SD,Machine set,No,Yes,Yes,No,No,No,No,
2019-05-08 03:37:19,2019-05-08 03:38:45,IP Address,89.99.62.58,100,85,True,2019-05-08 03:38:46,R_1laWB35BNyMecUg,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,40,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 03:38:47,2019-05-08 03:40:07,IP Address,89.99.62.58,100,80,True,2019-05-08 03:40:07,R_b7bbT9OlddZrZKN,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,41,Machine set,Yes,Yes,Yes,No,Yes,No,No,
2019-05-08 03:40:09,2019-05-08 03:41:28,IP Address,89.99.62.58,100,79,True,2019-05-08 03:41:29,R_2tg8vYwg09NPzKP,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,42,Machine set,No,Yes,No,No,Yes,No,Yes,
2019-05-08 03:41:29,2019-05-08 03:43:17,IP Address,89.99.62.58,100,107,True,2019-05-08 03:43:18,R_RknesZP4P0g74jL,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,43,Machine set,No,Yes,Yes,No,Yes,No,No,
2019-05-08 03:43:18,2019-05-08 03:45:04,IP Address,89.99.62.58,100,105,True,2019-05-08 03:45:04,R_1i9cP0y4o99vWVK,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,44,Machine set,No,Yes,Yes,No,Yes,No,No,
2019-05-08 03:45:05,2019-05-08 03:46:21,IP Address,89.99.62.58,100,76,True,2019-05-08 03:46:22,R_3CJcEruw5A40KMJ,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,45,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 03:46:22,2019-05-08 03:48:31,IP Address,89.99.62.58,100,128,True,2019-05-08 03:48:31,R_1rOoNvYl3UaEEbv,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,46,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 03:48:32,2019-05-08 03:49:33,IP Address,89.99.62.58,100,61,True,2019-05-08 03:49:34,R_2c75h2JfGuzjMv8,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,47,Machine set,No,No,No,No,No,No,No,
2019-05-08 03:49:35,2019-05-08 03:51:34,IP Address,89.99.62.58,100,118,True,2019-05-08 03:51:34,R_1eKok0WeT6tSwa6,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,48,Machine set,No,Yes,Yes,No,No,No,No,
2019-05-08 03:51:35,2019-05-08 03:55:03,IP Address,89.99.62.58,100,208,True,2019-05-08 03:55:04,R_9XgPMELOS1nF0wp,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,49,Machine set,No,Yes,Yes,No,No,No,No,
2019-05-08 03:55:04,2019-05-08 03:56:06,IP Address,89.99.62.58,100,61,True,2019-05-08 03:56:06,R_2qsj68XEmHpIiWz,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,50,Machine set,Yes,Yes,Yes,Yes,Yes,No,No,
2019-05-08 03:56:08,2019-05-08 03:57:15,IP Address,89.99.62.58,100,66,True,2019-05-08 03:57:15,R_2dYedtRipyPBWlc,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,51,Machine set,No,No,No,No,No,No,No,
2019-05-08 03:57:16,2019-05-08 03:58:51,IP Address,89.99.62.58,100,94,True,2019-05-08 03:58:51,R_2dhhGnpnFfPpHzU,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,52,Machine set,No,Yes,Yes,No,No,No,No,
2019-05-08 03:58:52,2019-05-08 04:50:55,IP Address,89.99.62.58,100,3122,True,2019-05-08 04:50:55,R_248XkQtHVyZWUG1,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,53,Machine set,No,No,No,No,No,No,No,
2019-05-08 04:50:56,2019-05-08 04:52:41,IP Address,89.99.62.58,100,105,True,2019-05-08 04:52:41,R_2vYzI71Eog1egKC,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,54,Machine set,Yes,No,Yes,Yes,Yes,No,No,
2019-05-08 04:52:42,2019-05-08 04:53:10,IP Address,89.99.62.58,100,27,True,2019-05-08 04:53:10,R_eevSrel5FsYdI8F,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,55,Machine set,No,No,No,No,No,No,No,
2019-05-08 04:53:11,2019-05-08 04:54:20,IP Address,89.99.62.58,100,68,True,2019-05-08 04:54:20,R_1OvHlf3PaRfJZtf,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,56,Machine set,Yes,Yes,Yes,Yes,Yes,No,No,
2019-05-08 04:54:21,2019-05-08 04:55:23,IP Address,89.99.62.58,100,62,True,2019-05-08 04:55:23,R_6Pv1HtcPLKYSD97,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,57,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-08 04:55:24,2019-05-08 04:57:22,IP Address,89.99.62.58,100,118,True,2019-05-08 04:57:22,R_rlkoXyIs4rhBHWx,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,58,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-08 04:57:30,2019-05-08 04:58:35,IP Address,89.99.62.58,100,64,True,2019-05-08 04:58:35,R_2waFkCwxfctRKtW,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,59,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-08 04:58:36,2019-05-08 05:01:21,IP Address,89.99.62.58,100,164,True,2019-05-08 05:01:21,R_eCMZcbF8rkQ4dQR,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,60,Machine set,No,Yes,Yes,No,No,No,No,
2019-05-08 05:01:22,2019-05-08 05:03:31,IP Address,89.99.62.58,100,129,True,2019-05-08 05:03:31,R_55D1av4mJcKpCVz,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,61,Machine set,No,Yes,No,No,Yes,No,No,
2019-05-08 05:03:32,2019-05-08 05:05:07,IP Address,89.99.62.58,100,95,True,2019-05-08 05:05:08,R_1geyhBW7to6bh06,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,62,Machine set,Yes,Yes,Yes,Yes,No,No,No,
2019-05-08 05:05:09,2019-05-08 05:06:40,IP Address,89.99.62.58,100,91,True,2019-05-08 05:06:40,R_10CWuas5mY9ZtPZ,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,63,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 05:06:41,2019-05-08 05:08:36,IP Address,89.99.62.58,100,115,True,2019-05-08 05:08:36,R_2R2qEsb9XrrKgHT,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,64,Machine set,Yes,Yes,No,No,No,No,No,
2019-05-08 05:08:37,2019-05-08 05:12:31,IP Address,89.99.62.58,100,234,True,2019-05-08 05:12:32,R_26gqXaVdRWAdypI,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,65,Machine set,Yes,No,Yes,No,No,Yes,Yes,
2019-05-08 05:12:32,2019-05-08 05:16:08,IP Address,89.99.62.58,100,215,True,2019-05-08 05:16:08,R_1rplkDvTEsaEwn3,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,66,Machine set,Yes,Yes,No,No,No,No,No,
2019-05-08 05:16:16,2019-05-08 05:24:40,IP Address,89.99.62.58,100,504,True,2019-05-08 05:24:41,R_4Oe5PsJDFMqScHn,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,67,Machine set,No,Yes,Yes,Yes,No,No,No,
2019-05-08 05:24:41,2019-05-08 05:26:36,IP Address,89.99.62.58,100,115,True,2019-05-08 05:26:37,R_8cdJgOakAKMhERP,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,68,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 05:26:38,2019-05-08 05:27:47,IP Address,89.99.62.58,100,68,True,2019-05-08 05:27:47,R_3Hh0UmWKcjzwJIn,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,69,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 05:27:48,2019-05-08 05:29:19,IP Address,89.99.62.58,100,90,True,2019-05-08 05:29:19,R_XXrTtEFEoj1s4al,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,70,Machine set,Yes,Yes,Yes,No,Yes,No,No,
2019-05-08 05:29:23,2019-05-08 05:32:47,IP Address,89.99.62.58,100,204,True,2019-05-08 05:32:48,R_2Y5LWtPJNY2ekGW,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,71,Machine set,Yes,Yes,Yes,Yes,Yes,No,No,
2019-05-08 05:32:48,2019-05-08 05:36:20,IP Address,89.99.62.58,100,211,True,2019-05-08 05:36:20,R_DzMrXntDJNk6MVz,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,72,Machine set,Yes,Yes,No,No,No,No,No,
2019-05-08 05:36:21,2019-05-08 05:37:33,IP Address,89.99.62.58,100,72,True,2019-05-08 05:37:34,R_1MRpSE0GbMw9T8E,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,73,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 05:37:34,2019-05-08 05:38:12,IP Address,89.99.62.58,100,38,True,2019-05-08 05:38:14,R_3Euo68yOXFu5WUV,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,74,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 05:38:14,2019-05-08 05:41:37,IP Address,89.99.62.58,100,202,True,2019-05-08 05:41:37,R_1MPPIDyUSodVn30,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,75,Machine set,Yes,No,No,No,No,No,No,
2019-05-08 05:41:38,2019-05-08 05:42:30,IP Address,89.99.62.58,100,52,True,2019-05-08 05:42:31,R_1N8q6H0p7NshaBU,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,76,Machine set,No,No,No,No,No,No,No,
2019-05-08 05:42:31,2019-05-08 05:43:57,IP Address,89.99.62.58,100,85,True,2019-05-08 05:43:57,R_qxxz53kzWKYPuet,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,77,Machine set,No,Yes,Yes,No,Yes,No,Yes,
2019-05-08 05:43:58,2019-05-08 05:47:09,IP Address,89.99.62.58,100,191,True,2019-05-08 05:47:10,R_2uP3ZthEBQr0gLg,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,78,Machine set,Yes,Yes,Yes,Yes,No,No,No,
2019-05-08 05:47:28,2019-05-08 05:48:49,IP Address,89.99.62.58,100,81,True,2019-05-08 05:48:50,R_23TvnvD7oyjcZGI,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,79,Machine set,Yes,Yes,No,No,No,No,No,
2019-05-08 05:48:51,2019-05-08 05:50:20,IP Address,89.99.62.58,100,88,True,2019-05-08 05:50:20,R_1etscB0myWggcLX,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,80,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 05:50:22,2019-05-08 08:53:26,IP Address,89.99.62.58,100,10984,True,2019-05-08 08:53:27,R_8AhlpFFUkLmkvFn,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,81,Machine set,Yes,Yes,Yes,Yes,No,No,No,
2019-05-08 08:53:27,2019-05-08 08:54:29,IP Address,89.99.62.58,100,61,True,2019-05-08 08:54:30,R_3M0a1dasViFx6v8,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,82,Machine set,No,No,No,No,No,No,No,
2019-05-08 08:54:31,2019-05-08 08:55:01,IP Address,89.99.62.58,100,29,True,2019-05-08 08:55:01,R_27dHAWfzrCivkNr,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,83,Machine set,No,No,No,No,No,No,No,
2019-05-08 08:55:08,2019-05-08 08:55:46,IP Address,89.99.62.58,100,38,True,2019-05-08 08:55:47,R_2YlYNL9ind3A6Gy,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,84,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 08:55:47,2019-05-08 08:58:36,IP Address,89.99.62.58,100,168,True,2019-05-08 08:58:36,R_2CPtsyQiJxuAsvL,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,85,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-08 08:58:38,2019-05-08 09:03:38,IP Address,89.99.62.58,100,299,True,2019-05-08 09:03:38,R_VV8e393OgO2NEqt,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,86,Machine set,Yes,No,Yes,Yes,No,No,No,
2019-05-08 09:03:39,2019-05-08 09:06:32,IP Address,89.99.62.58,100,172,True,2019-05-08 09:06:32,R_3lDGbYHeH2BVXY1,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,87,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-08 09:06:40,2019-05-08 09:10:53,IP Address,89.99.62.58,100,252,True,2019-05-08 09:10:53,R_RbhMJ4jAJbyEMVj,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,88,Machine set,No,No,No,No,No,No,No,
2019-05-08 09:10:54,2019-05-08 09:12:01,IP Address,89.99.62.58,100,66,True,2019-05-08 09:12:01,R_1NazFmr4mV2f6DR,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,89,Machine set,Yes,No,No,No,No,No,No,
2019-05-08 09:12:06,2019-05-08 09:15:55,IP Address,89.99.62.58,100,229,True,2019-05-08 09:15:56,R_1NDFOiJLGvFPqkt,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,90,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-08 09:15:56,2019-05-08 09:17:43,IP Address,89.99.62.58,100,107,True,2019-05-08 09:17:44,R_1jivGk0cveJUtGM,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,91,Machine set,Yes,Yes,Yes,Yes,Yes,No,No,
2019-05-08 09:17:44,2019-05-08 09:21:01,IP Address,89.99.62.58,100,196,True,2019-05-08 09:21:01,R_2vY4ZBWvaCOhkF4,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,92,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 09:21:02,2019-05-08 09:23:58,IP Address,89.99.62.58,100,175,True,2019-05-08 09:23:58,R_QcvXcYAmlOB8RPz,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,93,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-08 09:24:00,2019-05-08 09:25:53,IP Address,89.99.62.58,100,112,True,2019-05-08 09:25:53,R_3Ho9mmEXOl7uJiG,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,94,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 09:25:54,2019-05-08 09:28:58,IP Address,89.99.62.58,100,184,True,2019-05-08 09:28:58,R_1mIxcw6QtDs661C,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,95,Machine set,Yes,Yes,Yes,No,Yes,No,Yes,
2019-05-08 09:28:59,2019-05-08 09:30:14,IP Address,89.99.62.58,100,74,True,2019-05-08 09:30:14,R_vPLJjbNe4zclGgx,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,96,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 09:30:23,2019-05-08 09:31:05,IP Address,89.99.62.58,100,42,True,2019-05-08 09:31:05,R_pGmMX8y3hlENhkJ,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,97,Machine set,No,No,No,No,No,No,No,
2019-05-08 09:31:07,2019-05-08 09:33:59,IP Address,89.99.62.58,100,172,True,2019-05-08 09:33:59,R_qLuZV3AdeYxbzaN,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,98,Machine set,Yes,No,Yes,No,No,Yes,Yes,
2019-05-08 09:34:00,2019-05-08 09:35:23,IP Address,89.99.62.58,100,83,True,2019-05-08 09:35:23,R_DPpvfsij5nlFG7v,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,99,Machine set,Yes,Yes,No,No,No,No,No,
2019-05-08 09:35:25,2019-05-08 10:14:48,IP Address,89.99.62.58,100,2363,True,2019-05-08 10:14:49,R_3itiBP4kJYUXklq,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,100,Machine set,No,No,No,No,No,No,No,
2019-05-08 10:14:50,2019-05-08 16:52:18,IP Address,89.99.62.58,100,23847,True,2019-05-08 16:52:18,R_3feotFr1uMR7132,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,101,Machine set,No,No,No,No,No,No,No,
2019-05-08 16:52:19,2019-05-08 16:53:21,IP Address,89.99.62.58,100,61,True,2019-05-08 16:53:21,R_T7nuy9wEeB3NzX3,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,102,Machine set,No,No,No,No,No,No,No,
2019-05-08 16:53:22,2019-05-08 16:55:55,IP Address,89.99.62.58,100,152,True,2019-05-08 16:55:56,R_1r9zWz1BVOk1Kng,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,103,Machine set,Yes,Yes,Yes,No,No,Yes,No,
2019-05-08 16:55:57,2019-05-08 16:57:16,IP Address,89.99.62.58,100,79,True,2019-05-08 16:57:17,R_1GOG5q3mmJLvsgr,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,104,Machine set,No,No,Yes,No,No,No,No,
2019-05-08 16:57:18,2019-05-08 16:59:21,IP Address,89.99.62.58,100,123,True,2019-05-08 16:59:21,R_3dKWnlwtbUpwght,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,105,Machine set,Yes,Yes,Yes,Yes,No,No,No,
2019-05-08 16:59:23,2019-05-08 17:01:29,IP Address,89.99.62.58,100,126,True,2019-05-08 17:01:29,R_1GWg5kTxybpsiOs,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,106,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-05-08 17:01:30,2019-05-08 17:03:33,IP Address,89.99.62.58,100,122,True,2019-05-08 17:03:33,R_33p2qKfeydpGQIU,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,107,Machine set,No,Yes,Yes,No,No,No,No,
2019-05-08 17:03:36,2019-05-08 17:06:23,IP Address,89.99.62.58,100,166,True,2019-05-08 17:06:24,R_3hDDX5nG4qOjl4z,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,108,Machine set,No,No,No,No,No,No,No,
2019-05-08 17:06:25,2019-05-08 17:07:59,IP Address,89.99.62.58,100,94,True,2019-05-08 17:08:00,R_1OVanl81xLJAstJ,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,109,Machine set,No,No,No,No,No,No,No,
2019-05-08 17:08:00,2019-05-08 17:08:49,IP Address,89.99.62.58,100,48,True,2019-05-08 17:08:49,R_1jJrhUiu58wNZ8i,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,110,Machine set,Yes,Yes,No,No,No,No,No,
2019-05-08 17:08:50,2019-05-08 17:09:28,IP Address,89.99.62.58,100,37,True,2019-05-08 17:09:28,R_1eFBiE5BdhqFpDX,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,111,Machine set,No,No,No,No,No,No,No,
2019-05-08 17:09:29,2019-05-08 17:10:33,IP Address,89.99.62.58,100,64,True,2019-05-08 17:10:34,R_DnGJFx1vmYPG2Jj,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,112,Machine set,No,No,No,No,No,No,No,
2019-05-08 17:10:51,2019-05-08 17:12:46,IP Address,89.99.62.58,100,115,True,2019-05-08 17:12:47,R_1FCBJnblIPuFPNH,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,113,Machine set,No,Yes,Yes,No,No,No,No,
2019-05-08 17:12:48,2019-05-08 17:17:31,IP Address,89.99.62.58,100,283,True,2019-05-08 17:17:31,R_AhVgViMPPEAYmTn,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,114,Machine set,Yes,Yes,No,No,No,No,No,
2019-05-08 17:17:32,2019-05-08 17:17:59,IP Address,89.99.62.58,100,26,True,2019-05-08 17:17:59,R_1ikTtyrFhT6BZqk,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,115,Machine set,No,No,No,No,No,No,No,
2019-05-08 17:18:00,2019-05-08 17:19:46,IP Address,89.99.62.58,100,105,True,2019-05-08 17:19:46,R_25XuezaJhxFx98E,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,116,Machine set,No,Yes,No,No,No,No,No,
2019-05-08 17:19:47,2019-05-08 17:20:44,IP Address,89.99.62.58,100,57,True,2019-05-08 17:20:45,R_6A1WHKgtVeZc2sx,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,117,Machine set,No,No,Yes,No,No,No,No,
2019-05-08 17:20:45,2019-05-08 17:23:01,IP Address,89.99.62.58,100,135,True,2019-05-08 17:23:01,R_DBjv3sFaU6vpWFz,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,SD,118,Machine set,No,Yes,No,No,No,No,No,
